cell_id,backend,depth,op_seq,op,kind,proof_id,proof_j,leaf_index,from_account,contract_name,gas_limit,expected_status,status,expected_revert,revert_reason,expected_return,return_value,check_pass,computational_gas,pubdata_bytes,pubdata_gas,gas_per_pubdata,gas_used,gas_used_derived,calldata_bytes,raw_tx_bytes,factory_deps,bytecode_bytes,bytecode_hash,bytecode_matches_artifact,calldata_sha256
primary-groth16-d11,groth16,11,26,verify_proof_direct,tx,G16-d11-p4,4,1152,A0,Groth16LegacyVerifierDepth11,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,8ee79a385961861f0584a8cc07e1ac2143ddddfb5aff9524d32bd25fa77eee7e
primary-groth16-d11,groth16,11,27,verify_proof_direct,tx,G16-d11-p5,5,1408,A0,Groth16LegacyVerifierDepth11,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,13313b6af35602ffa5ef1ea582e8157c92d0fa235c2451b2d167238a0d99b0db
primary-groth16-d11,groth16,11,28,verify_proof_direct,tx,G16-d11-p6,6,1664,A0,Groth16LegacyVerifierDepth11,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,97dcf0752aff5768c43511010524f8845e4a9b3d98d7209cb75d830bb8e5a8ec
primary-groth16-d11,groth16,11,29,verify_proof_direct,tx,G16-d11-p7,7,1920,A0,Groth16LegacyVerifierDepth11,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,72eebe6c87a27b1c9fd074143c7d39950e530a76e30b35c9a17507790d335537
primary-groth16-d11,groth16,11,30,neg_unknown_root,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,10000000,0,0,Invalid root,Invalid root,,,1,118680,18,1512,84,120185,120185,292,437,0,,,,1ce3baf053b44ac9c96d03a3ffb948677aa627e3073963fb9a5209d034620599
primary-groth16-d11,groth16,11,31,neg_tampered_call,call,G16-d11-p0,0,128,A0,Groth16LegacyVerifierDepth11,,call,call,,,false,false,1,,,,,,,292,,,,,,978167ce868bdde21a4e446ff192d661cfbe5e9a94cf2ab3bb651c1803218a1e
primary-groth16-d11,groth16,11,32,neg_tampered,tx,G16-d11-p0,0,128,A0,CredentialManagerGroth16,10000000,0,0,Invalid proof,Invalid proof,,,1,451051,18,1512,84,452556,452556,292,437,0,,,,4600ea442b9dade6481bb2b6be2cf2ffc3335fa332050a02a4626b27822cfb63
primary-groth16-d11,groth16,11,33,neg_cross_depth_setup,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,2000000,1,1,,,,,1,124797,51,4284,84,129062,129062,36,178,0,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-groth16-d11,groth16,11,34,neg_cross_depth_call,call,G16-d15-p0,0,2048,A0,Groth16LegacyVerifierDepth11,,call,call,,,false,false,1,,,,,,,292,,,,,,c1fa14b5797405497200d6957b5158faa30002873d39b43b4fd1ea982ca39ae2
primary-groth16-d11,groth16,11,35,neg_cross_depth,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,10000000,0,0,Invalid proof,Invalid proof,,,1,451089,18,1512,84,452594,452594,292,437,0,,,,1ce3baf053b44ac9c96d03a3ffb948677aa627e3073963fb9a5209d034620599
primary-groth16-d11,groth16,11,36,neg_non_issuer,tx,G16-d11-p0,0,128,A1,CredentialManagerGroth16,2000000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,118599,45,3780,84,122362,122362,36,178,0,,,,d02fee54c295d1b5cc2948d9c79837ece40c0013835e3b9bb349e94ae744e758
primary-groth16-d15,groth16,15,1,deploy_verifier,tx,,,,A0,Groth16LegacyVerifierDepth15,20000000,1,1,,,,,1,487466,3371,283164,84,769405,769405,132,3322,1,3040,0x0100005f8b33ef34b7a471fdd08e49fad8475b02e36738a1bb52cd8cbae4ec59,1,2ea4db2e44a9ad435b9b8804bf6aba5f90dbc8e2404908e0d49126f7233f695a
primary-groth16-d15,groth16,15,2,deploy_manager,tx,,,,A0,CredentialManagerGroth16,20000000,1,1,,,,,1,730737,5389,452676,84,1181454,1181454,164,7066,1,6752,0x010000d37155e3640948296be420258a2e1a98adb16b55738b817247e9fd54eb,1,a7a9ebb5b6128cae73685632e104199605917f6da6298e585bd96b4abfb483a3
primary-groth16-d15,groth16,15,3,set_issuer,tx,,,,A0,CredentialManagerGroth16,2000000,1,1,,,,,1,124477,51,4284,84,128742,128742,68,211,0,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-groth16-d15,groth16,15,4,add_root,tx,,,,A0,CredentialManagerGroth16,2000000,1,1,,,,,1,124797,51,4284,84,129062,129062,36,178,0,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-groth16-d15,groth16,15,5,precheck_call,call,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,,call,call,,,true,true,1,,,,,,,292,,,,,,1ce3baf053b44ac9c96d03a3ffb948677aa627e3073963fb9a5209d034620599
primary-groth16-d15,groth16,15,6,verify_credential,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,10000000,1,1,,,true,true,1,451324,18,1512,84,452829,452829,292,437,0,,,,1ce3baf053b44ac9c96d03a3ffb948677aa627e3073963fb9a5209d034620599
primary-groth16-d15,groth16,15,7,verify_credential,tx,G16-d15-p1,1,6144,A0,CredentialManagerGroth16,10000000,1,1,,,true,true,1,451324,18,1512,84,452829,452829,292,437,0,,,,913be1bdecd87ce3996ebc8d1ff465d022fd88203fda1136b6e51a4daa850cb7
primary-groth16-d15,groth16,15,8,verify_credential,tx,G16-d15-p2,2,10240,A0,CredentialManagerGroth16,10000000,1,1,,,true,true,1,451324,18,1512,84,452829,452829,292,437,0,,,,dd83f315fa1aade3a4be6c26fb8582bd4edfac15a5c523ec8af8adb9811c98d2
primary-groth16-d15,groth16,15,9,verify_credential,tx,G16-d15-p3,3,14336,A0,CredentialManagerGroth16,10000000,1,1,,,true,true,1,451324,18,1512,84,452829,452829,292,437,0,,,,749f32790365347d532b39ccf08ab073437daf09b7ac9d073142ce6773ca9104
primary-groth16-d15,groth16,15,10,verify_credential,tx,G16-d15-p4,4,18432,A0,CredentialManagerGroth16,10000000,1,1,,,true,true,1,451324,18,1512,84,452829,452829,292,437,0,,,,bb58032357ff31a89916564de19e9f3c131369a58d13300b9c9f9886cf3f7ed6
primary-groth16-d15,groth16,15,11,verify_credential,tx,G16-d15-p5,5,22528,A0,CredentialManagerGroth16,10000000,1,1,,,true,true,1,451324,18,1512,84,452829,452829,292,437,0,,,,4b8d4700d0bb0121d4e896a6797320d9ad6e3f3abc9743f61dc4c52d0daa34e4
primary-groth16-d15,groth16,15,12,verify_credential,tx,G16-d15-p6,6,26624,A0,CredentialManagerGroth16,10000000,1,1,,,true,true,1,451324,18,1512,84,452829,452829,292,437,0,,,,c78222b8f86cc480198574e141459b4aecf74592b5a1c8df77ac6d5cfaa50c4a
primary-groth16-d15,groth16,15,13,verify_credential,tx,G16-d15-p7,7,30720,A0,CredentialManagerGroth16,10000000,1,1,,,true,true,1,451324,18,1512,84,452829,452829,292,437,0,,,,0939ed3af2b91f3f33792cb3e6506f1e25c8e4c8e96276543fb527ab44c08632
primary-groth16-d15,groth16,15,14,verify_proof_call,call,G16-d15-p0,0,2048,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,,,,,,292,,,,,,c1fa14b5797405497200d6957b5158faa30002873d39b43b4fd1ea982ca39ae2
primary-groth16-d15,groth16,15,15,verify_proof_call,call,G16-d15-p1,1,6144,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,,,,,,292,,,,,,9a69908c11b9d604d07eeeb7aa75afd25faa2970a09fad8fe1226b6108a691f7
primary-groth16-d15,groth16,15,16,verify_proof_call,call,G16-d15-p2,2,10240,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,,,,,,292,,,,,,ffa426a227502e520b215cbad8054ba8c89f180fc933010c3d58b8205d5eaa0e
primary-groth16-d15,groth16,15,17,verify_proof_call,call,G16-d15-p3,3,14336,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,,,,,,292,,,,,,353c4bf788dd3eea11cad07d0eee3159b83e1600578b4dbefa6fe480a037a61b
primary-groth16-d15,groth16,15,18,verify_proof_call,call,G16-d15-p4,4,18432,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,,,,,,292,,,,,,0275540c48b6aadc24187f726a135babd7acf2161a082d7eb14a4c20bdacc4c5
primary-groth16-d15,groth16,15,19,verify_proof_call,call,G16-d15-p5,5,22528,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,,,,,,292,,,,,,0e3a31470df088a45ddf346b4ebae6ef688c42c6473017d52829f93f2e126363
primary-groth16-d15,groth16,15,20,verify_proof_call,call,G16-d15-p6,6,26624,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,,,,,,292,,,,,,068b52d1b0b961e5b1d34659e007396c3564365df391b9c79a52500e2d10202b
primary-groth16-d15,groth16,15,21,verify_proof_call,call,G16-d15-p7,7,30720,A0,Groth16LegacyVerifierDepth15,,call,call,,,true,true,1,,,,,,,292,,,,,,613402477dba87fc3cf8902e3beabb20992e3af063701ebc06397c5554ef618f
primary-groth16-d15,groth16,15,22,verify_proof_direct,tx,G16-d15-p0,0,2048,A0,Groth16LegacyVerifierDepth15,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,c1fa14b5797405497200d6957b5158faa30002873d39b43b4fd1ea982ca39ae2
primary-groth16-d15,groth16,15,23,verify_proof_direct,tx,G16-d15-p1,1,6144,A0,Groth16LegacyVerifierDepth15,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,9a69908c11b9d604d07eeeb7aa75afd25faa2970a09fad8fe1226b6108a691f7
primary-groth16-d15,groth16,15,24,verify_proof_direct,tx,G16-d15-p2,2,10240,A0,Groth16LegacyVerifierDepth15,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,ffa426a227502e520b215cbad8054ba8c89f180fc933010c3d58b8205d5eaa0e
primary-groth16-d15,groth16,15,25,verify_proof_direct,tx,G16-d15-p3,3,14336,A0,Groth16LegacyVerifierDepth15,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,353c4bf788dd3eea11cad07d0eee3159b83e1600578b4dbefa6fe480a037a61b
primary-groth16-d15,groth16,15,26,verify_proof_direct,tx,G16-d15-p4,4,18432,A0,Groth16LegacyVerifierDepth15,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,0275540c48b6aadc24187f726a135babd7acf2161a082d7eb14a4c20bdacc4c5
primary-groth16-d15,groth16,15,27,verify_proof_direct,tx,G16-d15-p5,5,22528,A0,Groth16LegacyVerifierDepth15,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,0e3a31470df088a45ddf346b4ebae6ef688c42c6473017d52829f93f2e126363
primary-groth16-d15,groth16,15,28,verify_proof_direct,tx,G16-d15-p6,6,26624,A0,Groth16LegacyVerifierDepth15,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,068b52d1b0b961e5b1d34659e007396c3564365df391b9c79a52500e2d10202b
primary-groth16-d15,groth16,15,29,verify_proof_direct,tx,G16-d15-p7,7,30720,A0,Groth16LegacyVerifierDepth15,10000000,1,1,,,true,true,1,444311,18,1512,84,445816,445816,292,437,0,,,,613402477dba87fc3cf8902e3beabb20992e3af063701ebc06397c5554ef618f
primary-groth16-d15,groth16,15,30,neg_unknown_root,tx,G16-d5-p0,0,2,A0,CredentialManagerGroth16,10000000,0,0,Invalid root,Invalid root,,,1,118680,18,1512,84,120185,120185,292,437,0,,,,5837cb8f85853d1b4c5630e24fd145aeeb696d2dcc92dcf8c0220201ca5ef8a8
primary-groth16-d15,groth16,15,31,neg_tampered_call,call,G16-d15-p0,0,2048,A0,Groth16LegacyVerifierDepth15,,call,call,,,false,false,1,,,,,,,292,,,,,,bf67d87904261a032b70ac066fdaff8562305fb0f29df05a09c45733af71f86a
primary-groth16-d15,groth16,15,32,neg_tampered,tx,G16-d15-p0,0,2048,A0,CredentialManagerGroth16,10000000,0,0,Invalid proof,Invalid proof,,,1,451051,18,1512,84,452556,452556,292,437,0,,,,efe670202ea345c867563e45ee90e49bf8d879ab5cda61a381456e8ab2616e6c
primary-groth16-d15,groth16,15,33,neg_cross_depth_setup,tx,G16-d5-p0,0,2,A0,CredentialManagerGroth16,2000000,1,1,,,,,1,124797,51,4284,84,129062,129062,36,178,0,,,,b91c4cff980f8874fb8d0fca3dd2b3046defc125bb26b20f9f41f40dec3d44ad
primary-groth16-d15,groth16,15,34,neg_cross_depth_call,call,G16-d5-p0,0,2,A0,Groth16LegacyVerifierDepth15,,call,call,,,false,false,1,,,,,,,292,,,,,,38f356f938ae3972d0d16abf8b3d053f411f73f5e13f61d42c5093a3e09bf3e3
primary-groth16-d15,groth16,15,35,neg_cross_depth,tx,G16-d5-p0,0,2,A0,CredentialManagerGroth16,10000000,0,0,Invalid proof,Invalid proof,,,1,451089,18,1512,84,452594,452594,292,437,0,,,,5837cb8f85853d1b4c5630e24fd145aeeb696d2dcc92dcf8c0220201ca5ef8a8
primary-groth16-d15,groth16,15,36,neg_non_issuer,tx,G16-d15-p0,0,2048,A1,CredentialManagerGroth16,2000000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,118599,45,3780,84,122362,122362,36,178,0,,,,f2931f0aaf26f5d51c33dadce13833370940a08948160921859c7fe776ca5aa8
primary-plonk-d5,plonk,5,1,deploy_verifier,tx,,,,A0,PlonkVerifierDepth5,20000000,1,1,,,,,1,2906398,24523,2059932,84,4957419,4957419,132,42106,1,41824,0x0100051b574ff5fa13334fda8cd311790adb11aca28279960e75147e6d0e8872,1,a0c62f66058d91e9b0b78cee416880d5bc38a874bc4cd737dc585283f112250f
primary-plonk-d5,plonk,5,2,deploy_manager,tx,,,,A0,CredentialManagerPlonk,20000000,1,1,,,,,1,717867,5261,441924,84,1157879,1157879,164,6938,1,6624,0x010000cf8ad512f1d77f4733ef95b69a7329a5310824ac0599410635c1c0ebcf,1,5ae41b7f8aa8271295fd8de1e55bf63ed775a74acada927c682a6adf2b2a742b
primary-plonk-d5,plonk,5,3,set_issuer,tx,,,,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124461,51,4284,84,128726,128726,68,211,0,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-plonk-d5,plonk,5,4,add_root,tx,,,,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124781,51,4284,84,129046,129046,36,178,0,,,,b91c4cff980f8874fb8d0fca3dd2b3046defc125bb26b20f9f41f40dec3d44ad
primary-plonk-d5,plonk,5,5,precheck_call,call,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,,call,call,,,true,true,1,,,,,,,804,,,,,,43edca5dc105fc7a2008617ce100ed5d4b4dfcfbb283d718f619c9c958c213d5
primary-plonk-d5,plonk,5,6,verify_credential,tx,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452793,18,1512,84,454298,454298,804,949,0,,,,43edca5dc105fc7a2008617ce100ed5d4b4dfcfbb283d718f619c9c958c213d5
primary-plonk-d5,plonk,5,7,verify_credential,tx,PLK-d5-p1,1,6,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453459,18,1512,84,454964,454964,804,949,0,,,,86f8b64f77f59cee77380b829d5b3fb4afa133bac3c198b78e66853bf8c4b119
primary-plonk-d5,plonk,5,8,verify_credential,tx,PLK-d5-p2,2,10,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453537,18,1512,84,455042,455042,804,949,0,,,,ffdd5ae292f5b9ded76d21e7c3fda21840aa05bd2c0e8db005e0d95e4bb96f46
primary-plonk-d5,plonk,5,9,verify_credential,tx,PLK-d5-p3,3,14,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,451581,18,1512,84,453086,453086,804,949,0,,,,7100c4ceb7d3eac1a386d382445e8c82573a93504ce95775938d7ee860489fb1
primary-plonk-d5,plonk,5,10,verify_credential,tx,PLK-d5-p4,4,18,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,451755,18,1512,84,453260,453260,804,949,0,,,,b3d581ac9073e9ecef7aa2b165d9ab56e3e007d1e27a6b30ea0d0c7fe7507ef8
primary-plonk-d5,plonk,5,11,verify_credential,tx,PLK-d5-p5,5,22,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453399,18,1512,84,454904,454904,804,949,0,,,,b8ab9406f5505391e667b4eb1f090783eafb3ba6083f0902b73cbc9eb4771fc5
primary-plonk-d5,plonk,5,12,verify_credential,tx,PLK-d5-p6,6,26,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452307,18,1512,84,453812,453812,804,949,0,,,,9bbdcf2a8a9d4ac362cef928b0566c8810bbac0ba270528d8e44ca15c64c34f6
primary-plonk-d5,plonk,5,13,verify_credential,tx,PLK-d5-p7,7,30,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452691,18,1512,84,454196,454196,804,949,0,,,,a7ba63f536e220919d55362f6d0cbb38e3fd3ecc97e630595bcf4e3cee5c1613
primary-plonk-d5,plonk,5,14,verify_proof_call,call,PLK-d5-p0,0,2,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,,,,,,804,,,,,,315d3ac17962361c7786a0a69b96507826e7200eb0f41d726d0c5b3e60c1664f
primary-plonk-d5,plonk,5,15,verify_proof_call,call,PLK-d5-p1,1,6,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,,,,,,804,,,,,,adf8fc4951542c7e77aee9b94bfd4decbe39c77e994f1fc8643af1de194144c4
primary-plonk-d5,plonk,5,16,verify_proof_call,call,PLK-d5-p2,2,10,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,,,,,,804,,,,,,75791ed8effde38cdc62ae3343c5d8a5c8abdb768baebba56b256a481395f051
primary-plonk-d5,plonk,5,17,verify_proof_call,call,PLK-d5-p3,3,14,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,,,,,,804,,,,,,d89fad3824540a62becd6c05314a55640a623d891fc0dd345737c5a96088ae96
primary-plonk-d5,plonk,5,18,verify_proof_call,call,PLK-d5-p4,4,18,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,,,,,,804,,,,,,00a412fdd50ed0579794986f6fec492b9d8a73fa4fbff3de4ad2ff142c573714
primary-plonk-d5,plonk,5,19,verify_proof_call,call,PLK-d5-p5,5,22,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,,,,,,804,,,,,,da686518d90d12cea4470c4496b189453d759e65073074844727bed97b936bf1
primary-plonk-d5,plonk,5,20,verify_proof_call,call,PLK-d5-p6,6,26,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,,,,,,804,,,,,,6f8665c0eafdc54e9771572f703364897b0e02f2638c398a460ba104e5e07367
primary-plonk-d5,plonk,5,21,verify_proof_call,call,PLK-d5-p7,7,30,A0,PlonkVerifierDepth5,,call,call,,,true,true,1,,,,,,,804,,,,,,18bce2fab0677dfe4ebf0987795ba0ab36e3e0baa7c4d9252de01d38cbcfb14d
primary-plonk-d5,plonk,5,22,verify_proof_direct,tx,PLK-d5-p0,0,2,A0,PlonkVerifierDepth5,10000000,1,1,,,true,true,1,445344,18,1512,84,446849,446849,804,949,0,,,,315d3ac17962361c7786a0a69b96507826e7200eb0f41d726d0c5b3e60c1664f
primary-plonk-d5,plonk,5,23,verify_proof_direct,tx,PLK-d5-p1,1,6,A0,PlonkVerifierDepth5,10000000,1,1,,,true,true,1,446010,18,1512,84,447515,447515,804,949,0,,,,adf8fc4951542c7e77aee9b94bfd4decbe39c77e994f1fc8643af1de194144c4
primary-plonk-d5,plonk,5,24,verify_proof_direct,tx,PLK-d5-p2,2,10,A0,PlonkVerifierDepth5,10000000,1,1,,,true,true,1,446088,18,1512,84,447593,447593,804,949,0,,,,75791ed8effde38cdc62ae3343c5d8a5c8abdb768baebba56b256a481395f051
primary-plonk-d5,plonk,5,25,verify_proof_direct,tx,PLK-d5-p3,3,14,A0,PlonkVerifierDepth5,10000000,1,1,,,true,true,1,444132,18,1512,84,445637,445637,804,949,0,,,,d89fad3824540a62becd6c05314a55640a623d891fc0dd345737c5a96088ae96
primary-plonk-d5,plonk,5,26,verify_proof_direct,tx,PLK-d5-p4,4,18,A0,PlonkVerifierDepth5,10000000,1,1,,,true,true,1,444306,18,1512,84,445811,445811,804,949,0,,,,00a412fdd50ed0579794986f6fec492b9d8a73fa4fbff3de4ad2ff142c573714
primary-plonk-d5,plonk,5,27,verify_proof_direct,tx,PLK-d5-p5,5,22,A0,PlonkVerifierDepth5,10000000,1,1,,,true,true,1,445950,18,1512,84,447455,447455,804,949,0,,,,da686518d90d12cea4470c4496b189453d759e65073074844727bed97b936bf1
primary-plonk-d5,plonk,5,28,verify_proof_direct,tx,PLK-d5-p6,6,26,A0,PlonkVerifierDepth5,10000000,1,1,,,true,true,1,444858,18,1512,84,446363,446363,804,949,0,,,,6f8665c0eafdc54e9771572f703364897b0e02f2638c398a460ba104e5e07367
primary-plonk-d5,plonk,5,29,verify_proof_direct,tx,PLK-d5-p7,7,30,A0,PlonkVerifierDepth5,10000000,1,1,,,true,true,1,445242,18,1512,84,446747,446747,804,949,0,,,,18bce2fab0677dfe4ebf0987795ba0ab36e3e0baa7c4d9252de01d38cbcfb14d
primary-plonk-d5,plonk,5,30,neg_unknown_root,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,10000000,0,0,Invalid root,Invalid root,,,1,118760,18,1512,84,120265,120265,804,949,0,,,,6bf3a0d41decfc4fef1c2d1b8f63a8e574b03afc39ee5228c6ae46acbaf08690
primary-plonk-d5,plonk,5,31,neg_tampered_call,call,PLK-d5-p0,0,2,A0,PlonkVerifierDepth5,,call,call,,,false,false,1,,,,,,,804,,,,,,b11e07f711e5e9da2fb7a45bd7af0acbaff903d0af96396c62397206cbfa61f7
primary-plonk-d5,plonk,5,32,neg_tampered,tx,PLK-d5-p0,0,2,A0,CredentialManagerPlonk,10000000,0,0,Invalid proof,Invalid proof,,,1,452756,18,1512,84,454261,454261,804,949,0,,,,ed2b76749cae6ee859546569ede982b69378a052327e7f57caed0f7975f32c0b
primary-plonk-d5,plonk,5,33,neg_cross_depth_setup,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124781,51,4284,84,129046,129046,36,178,0,,,,c70e0fc0dcce1b144b1b3352307a21f93a93f2fce4e70bc9dec9627a6e721205
primary-plonk-d5,plonk,5,34,neg_cross_depth_call,call,PLK-d10-p0,0,64,A0,PlonkVerifierDepth5,,call,call,,,false,false,1,,,,,,,804,,,,,,90dd66bcd72c6143529772c40d979cb44dfc9cc4e0b417de520a01bb3ca89f57
primary-plonk-d5,plonk,5,35,neg_cross_depth,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,10000000,0,0,Invalid proof,Invalid proof,,,1,452684,18,1512,84,454189,454189,804,949,0,,,,6bf3a0d41decfc4fef1c2d1b8f63a8e574b03afc39ee5228c6ae46acbaf08690
primary-plonk-d5,plonk,5,36,neg_non_issuer,tx,PLK-d5-p0,0,2,A1,CredentialManagerPlonk,2000000,0,0,CredentialManager: not issuer,CredentialManager: not issuer,,,1,118583,45,3780,84,122346,122346,36,178,0,,,,b91c4cff980f8874fb8d0fca3dd2b3046defc125bb26b20f9f41f40dec3d44ad
primary-plonk-d10,plonk,10,1,deploy_verifier,tx,,,,A0,PlonkVerifierDepth10,20000000,1,1,,,,,1,2906398,24523,2059932,84,4957419,4957419,132,42106,1,41824,0x0100051bb9cfc72f77646c32d6a9a333146a15075f8f1fa25c6002ff333ee19a,1,bdfab204242816186ca7f3d5295a88ceb0701d0aa8b0b4f67b6ebefebc5e5880
primary-plonk-d10,plonk,10,2,deploy_manager,tx,,,,A0,CredentialManagerPlonk,20000000,1,1,,,,,1,717867,5261,441924,84,1157879,1157879,164,6938,1,6624,0x010000cf8ad512f1d77f4733ef95b69a7329a5310824ac0599410635c1c0ebcf,1,5ae41b7f8aa8271295fd8de1e55bf63ed775a74acada927c682a6adf2b2a742b
primary-plonk-d10,plonk,10,3,set_issuer,tx,,,,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124461,51,4284,84,128726,128726,68,211,0,,,,727fd06686258f939093f54b4f3c375b0f3052da4ba7867e73d6f93a90702a06
primary-plonk-d10,plonk,10,4,add_root,tx,,,,A0,CredentialManagerPlonk,2000000,1,1,,,,,1,124781,51,4284,84,129046,129046,36,178,0,,,,c70e0fc0dcce1b144b1b3352307a21f93a93f2fce4e70bc9dec9627a6e721205
primary-plonk-d10,plonk,10,5,precheck_call,call,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,,call,call,,,true,true,1,,,,,,,804,,,,,,6bf3a0d41decfc4fef1c2d1b8f63a8e574b03afc39ee5228c6ae46acbaf08690
primary-plonk-d10,plonk,10,6,verify_credential,tx,PLK-d10-p0,0,64,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453699,18,1512,84,455204,455204,804,949,0,,,,6bf3a0d41decfc4fef1c2d1b8f63a8e574b03afc39ee5228c6ae46acbaf08690
primary-plonk-d10,plonk,10,7,verify_credential,tx,PLK-d10-p1,1,192,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,451047,18,1512,84,452552,452552,804,949,0,,,,48d3ccc9c82c2a89033ba5d1bc6d1775a061f3dc42c1d3f3f49d5cbe4c5c6a7d
primary-plonk-d10,plonk,10,8,verify_credential,tx,PLK-d10-p2,2,320,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,451353,18,1512,84,452858,452858,804,949,0,,,,3a8cc9ccc552302b184ba711e587cf078ca48402ea4e2c2cd1011c069967dbff
primary-plonk-d10,plonk,10,9,verify_credential,tx,PLK-d10-p3,3,448,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452535,18,1512,84,454040,454040,804,949,0,,,,6faeb34a87b2eee3cbbb926b1f20fa123551a531e211b025e5ef185fdaa63d88
primary-plonk-d10,plonk,10,10,verify_credential,tx,PLK-d10-p4,4,576,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,454059,18,1512,84,455564,455564,804,949,0,,,,889ad5536b6db7e8df862fb041bdc5035d9ac81e1e99e82fe695630642ec0377
primary-plonk-d10,plonk,10,11,verify_credential,tx,PLK-d10-p5,5,704,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,452685,18,1512,84,454190,454190,804,949,0,,,,7571976dd0ba2db2c85c6ca056ba8f0645133d72e9a6073fb97c5ceabf6baad4
primary-plonk-d10,plonk,10,12,verify_credential,tx,PLK-d10-p6,6,832,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,455613,18,1512,84,457118,457118,804,949,0,,,,448a66178c8e0f4abe44e1af57943a95f564075d60cd1f94e9ea6cedd278440f
primary-plonk-d10,plonk,10,13,verify_credential,tx,PLK-d10-p7,7,960,A0,CredentialManagerPlonk,10000000,1,1,,,true,true,1,453675,18,1512,84,455180,455180,804,949,0,,,,3462c47b8d50baac32f85d0648dfcbb6fb3289d0caeab7d76dd92fc72acd00f8
primary-plonk-d10,plonk,10,14,verify_proof_call,call,PLK-d10-p0,0,64,A0,PlonkVerifierDepth10,,call,call,,,true,true,1,,,,,,,804,,,,,,90dd66bcd72c6143529772c40d979cb44dfc9cc4e0b417de520a01bb3ca89f57
